content,confidence,start_time,end_time,type,feed
.,,nan,nan,punctuation,201811081012-237044-1929_
Thank,0.8663,511.614,512.624,pronunciation,201811081012-237044-1929_
you,0.4757,513.164,513.224,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
That,0.9129,522.484,522.794,pronunciation,201811081012-237044-1929_
was,0.9199,523.024,523.154,pronunciation,201811081012-237044-1929_
a,0.7573,523.164,523.544,pronunciation,201811081012-237044-1929_
It's,0.9316,526.474,526.854,pronunciation,201811081012-237044-1929_
over,0.676,527.344,527.514,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
You,0.5631,538.624,538.734,pronunciation,201811081012-237044-1929_
know,0.5595,538.734,538.824,pronunciation,201811081012-237044-1929_
",",,nan,nan,punctuation,201811081012-237044-1929_
RICHVALE,0.3372,549.944,550.394,pronunciation,201811081012-237044-1929_
never,0.2956,563.344,563.684,pronunciation,201811081012-237044-1929_
",",,nan,nan,punctuation,201811081012-237044-1929_
never,0.9384,575.994,576.364,pronunciation,201811081012-237044-1929_
Wait,0.7093,578.134,579.834,pronunciation,201811081012-237044-1929_
!,,nan,nan,punctuation,201811081012-237044-1929_
What's,0.7646,607.954,608.174,pronunciation,201811081012-237044-1929_
the,1.0,608.184,608.314,pronunciation,201811081012-237044-1929_
best,0.9036,608.324,608.554,pronunciation,201811081012-237044-1929_
NORD,0.9623,608.714,608.934,pronunciation,201811081012-237044-1929_
Wagstaff,0.2263,608.954,609.574,pronunciation,201811081012-237044-1929_
if,0.4194,609.574,609.684,pronunciation,201811081012-237044-1929_
they,0.3585,609.694,609.804,pronunciation,201811081012-237044-1929_
are,0.4739,609.804,610.004,pronunciation,201811081012-237044-1929_
waiting,0.1001,610.024,610.304,pronunciation,201811081012-237044-1929_
for,0.3063,611.104,611.344,pronunciation,201811081012-237044-1929_
you,0.0791,612.424,612.484,pronunciation,201811081012-237044-1929_
?,,nan,nan,punctuation,201811081012-237044-1929_
FIRE,0.5401,617.384,617.624,pronunciation,201811081012-237044-1929_
again,0.9985,617.644,618.084,pronunciation,201811081012-237044-1929_
!,,nan,nan,punctuation,201811081012-237044-1929_
Wait,0.8048,640.792,643.182,pronunciation,201811081012-237044-1929_
NORD,0.2529,647.432,647.752,pronunciation,201811081012-237044-1929_
!,,nan,nan,punctuation,201811081012-237044-1929_
EVACUATE,0.999,647.762,648.502,pronunciation,201811081012-237044-1929_
about,0.9906,648.502,648.682,pronunciation,201811081012-237044-1929_
half,0.7738,648.692,648.892,pronunciation,201811081012-237044-1929_
way,0.6694,648.902,649.272,pronunciation,201811081012-237044-1929_
and,0.9972,673.662,674.102,pronunciation,201811081012-237044-1929_
just,0.9954,674.112,674.452,pronunciation,201811081012-237044-1929_
coming,0.7404,674.652,675.022,pronunciation,201811081012-237044-1929_
in,0.7519,675.022,675.152,pronunciation,201811081012-237044-1929_
for,0.805,675.312,675.902,pronunciation,201811081012-237044-1929_
a,0.7708,675.912,676.152,pronunciation,201811081012-237044-1929_
shutoff,0.2969,676.162,676.772,pronunciation,201811081012-237044-1929_
CONCOW,1.0,676.822,677.412,pronunciation,201811081012-237044-1929_
area,0.9932,677.412,677.722,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
We,1.0,677.722,677.832,pronunciation,201811081012-237044-1929_
have,1.0,677.832,677.952,pronunciation,201811081012-237044-1929_
multiple,1.0,677.952,678.332,pronunciation,201811081012-237044-1929_
lines,0.9696,678.332,678.552,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Wait,0.8539,683.482,688.492,pronunciation,201811081012-237044-1929_
",",,nan,nan,punctuation,201811081012-237044-1929_
I,0.9679,694.022,694.292,pronunciation,201811081012-237044-1929_
don't,0.6048,694.302,694.502,pronunciation,201811081012-237044-1929_
have,0.9747,694.732,695.102,pronunciation,201811081012-237044-1929_
a,0.8477,695.102,695.322,pronunciation,201811081012-237044-1929_
utility,0.5628,695.332,696.022,pronunciation,201811081012-237044-1929_
forty,1.0,696.612,696.922,pronunciation,201811081012-237044-1929_
for,0.9628,696.922,697.192,pronunciation,201811081012-237044-1929_
out,1.0,697.192,697.372,pronunciation,201811081012-237044-1929_
here,1.0,697.372,697.722,pronunciation,201811081012-237044-1929_
with,1.0,697.872,698.692,pronunciation,201811081012-237044-1929_
FIRE,0.5864,698.702,699.112,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Like,0.9836,699.872,700.222,pronunciation,201811081012-237044-1929_
making,1.0,700.232,700.592,pronunciation,201811081012-237044-1929_
a,0.7391,700.762,700.792,pronunciation,201811081012-237044-1929_
video,0.8832,700.792,701.402,pronunciation,201811081012-237044-1929_
run,0.7428,702.302,702.642,pronunciation,201811081012-237044-1929_
twenty,1.0,703.342,704.102,pronunciation,201811081012-237044-1929_
one,0.9993,704.102,704.442,pronunciation,201811081012-237044-1929_
area,1.0,706.662,707.142,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Come,0.9967,707.332,707.572,pronunciation,201811081012-237044-1929_
up,0.9997,707.572,707.682,pronunciation,201811081012-237044-1929_
with,1.0,707.692,708.672,pronunciation,201811081012-237044-1929_
a,0.6269,708.682,708.712,pronunciation,201811081012-237044-1929_
way,0.9621,708.722,711.102,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Wait,0.9183,717.272,723.552,pronunciation,201811081012-237044-1929_
",",,nan,nan,punctuation,201811081012-237044-1929_
Wait,0.7436,726.972,730.182,pronunciation,201811081012-237044-1929_
!,,nan,nan,punctuation,201811081012-237044-1929_
Really,0.2971,740.342,740.742,pronunciation,201811081012-237044-1929_
that,0.3922,747.164,747.404,pronunciation,201811081012-237044-1929_
resource,0.7714,747.964,748.504,pronunciation,201811081012-237044-1929_
EVACUATE,0.8579,786.114,786.584,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
You,0.753,813.364,813.464,pronunciation,201811081012-237044-1929_
can,0.5566,813.474,813.804,pronunciation,201811081012-237044-1929_
like,0.3164,813.804,813.994,pronunciation,201811081012-237044-1929_
the,0.4613,814.044,814.134,pronunciation,201811081012-237044-1929_
OROVILLE,0.982,814.134,814.564,pronunciation,201811081012-237044-1929_
That,0.7344,815.264,815.704,pronunciation,201811081012-237044-1929_
way,0.7816,818.834,826.014,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Forty,1.0,846.924,847.414,pronunciation,201811081012-237044-1929_
six,0.9999,847.424,847.664,pronunciation,201811081012-237044-1929_
St,0.9223,847.994,848.284,pronunciation,201811081012-237044-1929_
six,0.9404,848.374,848.564,pronunciation,201811081012-237044-1929_
to,0.8283,848.574,848.724,pronunciation,201811081012-237044-1929_
four,0.9613,848.734,848.944,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Six,0.9905,848.944,849.244,pronunciation,201811081012-237044-1929_
Street,0.6045,849.544,849.874,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Not,0.6794,850.484,850.674,pronunciation,201811081012-237044-1929_
answering,0.6291,850.674,850.954,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
That,0.6831,860.864,861.004,pronunciation,201811081012-237044-1929_
was,0.6165,861.004,861.134,pronunciation,201811081012-237044-1929_
just,0.8025,879.092,879.352,pronunciation,201811081012-237044-1929_
twenty,1.0,880.072,880.612,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Thank,0.4365,885.002,885.172,pronunciation,201811081012-237044-1929_
you,0.4342,885.172,885.262,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Thirty,0.9862,901.172,901.722,pronunciation,201811081012-237044-1929_
three,1.0,901.722,902.152,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Really,0.4919,907.762,908.222,pronunciation,201811081012-237044-1929_
?,,nan,nan,punctuation,201811081012-237044-1929_
Yeah,0.8468,916.992,917.212,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
They,1.0,917.222,917.442,pronunciation,201811081012-237044-1929_
give,0.9727,917.452,917.622,pronunciation,201811081012-237044-1929_
you,0.9564,917.622,917.812,pronunciation,201811081012-237044-1929_
and,0.8438,920.102,920.252,pronunciation,201811081012-237044-1929_
up,0.9989,920.252,920.362,pronunciation,201811081012-237044-1929_
into,1.0,920.362,920.532,pronunciation,201811081012-237044-1929_
the,0.9971,920.532,920.682,pronunciation,201811081012-237044-1929_
way,0.7712,920.762,922.712,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
FIRE,0.7489,922.722,923.112,pronunciation,201811081012-237044-1929_
!,,nan,nan,punctuation,201811081012-237044-1929_
Back,0.9948,923.112,923.312,pronunciation,201811081012-237044-1929_
here,0.9118,923.312,923.432,pronunciation,201811081012-237044-1929_
",",,nan,nan,punctuation,201811081012-237044-1929_
Behind,1.0,923.432,923.772,pronunciation,201811081012-237044-1929_
behind,0.9993,924.072,924.382,pronunciation,201811081012-237044-1929_
Double,0.9453,925.352,925.642,pronunciation,201811081012-237044-1929_
area,0.321,926.032,926.382,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Really,0.9061,926.542,926.952,pronunciation,201811081012-237044-1929_
back,0.5547,926.972,927.242,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
So,0.9766,929.092,929.342,pronunciation,201811081012-237044-1929_
when,0.9395,929.342,929.492,pronunciation,201811081012-237044-1929_
you,0.9881,929.492,929.572,pronunciation,201811081012-237044-1929_
think,0.8545,929.582,929.722,pronunciation,201811081012-237044-1929_
of,0.6284,929.722,929.832,pronunciation,201811081012-237044-1929_
that,0.8683,930.212,930.422,pronunciation,201811081012-237044-1929_
forty,0.9965,944.492,944.952,pronunciation,201811081012-237044-1929_
six,0.3515,944.952,945.182,pronunciation,201811081012-237044-1929_
",",,nan,nan,punctuation,201811081012-237044-1929_
if,0.9842,963.222,963.372,pronunciation,201811081012-237044-1929_
you,0.989,963.382,963.592,pronunciation,201811081012-237044-1929_
don't,1.0,963.602,963.872,pronunciation,201811081012-237044-1929_
mind,0.6477,964.412,964.622,pronunciation,201811081012-237044-1929_
working,1.0,979.092,979.362,pronunciation,201811081012-237044-1929_
their,0.9999,979.362,979.492,pronunciation,201811081012-237044-1929_
way,1.0,979.492,979.772,pronunciation,201811081012-237044-1929_
south,0.9024,979.812,980.052,pronunciation,201811081012-237044-1929_
of,0.991,980.052,980.142,pronunciation,201811081012-237044-1929_
Flowery,0.7115,980.152,980.662,pronunciation,201811081012-237044-1929_
KELLY-RIDGE,0.5009,996.695,997.985,pronunciation,201811081012-237044-1929_
provided,0.5291,1003.015,1003.385,pronunciation,201811081012-237044-1929_
a,0.3581,1003.385,1003.435,pronunciation,201811081012-237044-1929_
monitor,0.9917,1003.445,1003.855,pronunciation,201811081012-237044-1929_
",",,nan,nan,punctuation,201811081012-237044-1929_
please,0.9533,1013.505,1013.815,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Physical,0.3475,1021.785,1022.275,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Elliot,0.4015,1023.435,1023.865,pronunciation,201811081012-237044-1929_
wrote,0.9235,1023.865,1024.135,pronunciation,201811081012-237044-1929_
seventy,0.7897,1044.725,1045.135,pronunciation,201811081012-237044-1929_
seven,1.0,1045.215,1045.475,pronunciation,201811081012-237044-1929_
Elia,0.6883,1045.485,1045.835,pronunciation,201811081012-237044-1929_
Road,0.8984,1045.835,1046.255,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Burkett's,0.271,1047.385,1047.765,pronunciation,201811081012-237044-1929_
auto,1.0,1047.775,1048.075,pronunciation,201811081012-237044-1929_
repair,0.7842,1048.075,1048.595,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Wait,0.515,1049.025,1049.625,pronunciation,201811081012-237044-1929_
",",,nan,nan,punctuation,201811081012-237044-1929_
Dr,0.9611,1049.625,1050.045,pronunciation,201811081012-237044-1929_
Philip,0.4959,1050.515,1050.835,pronunciation,201811081012-237044-1929_
",",,nan,nan,punctuation,201811081012-237044-1929_
Like,0.8375,1065.475,1065.745,pronunciation,201811081012-237044-1929_
squid,0.5756,1065.745,1066.205,pronunciation,201811081012-237044-1929_
fighting,0.6606,1066.675,1067.245,pronunciation,201811081012-237044-1929_
division,0.8184,1067.605,1068.085,pronunciation,201811081012-237044-1929_
are,0.2012,1068.085,1068.315,pronunciation,201811081012-237044-1929_
great,0.7566,1069.375,1069.705,pronunciation,201811081012-237044-1929_
pork,0.6777,1069.705,1070.035,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Teo,0.5171,1070.035,1070.565,pronunciation,201811081012-237044-1929_
Wayne,0.5573,1071.185,1072.005,pronunciation,201811081012-237044-1929_
CONCOW,0.3747,1073.035,1073.305,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Wait,0.8543,1075.535,1078.235,pronunciation,201811081012-237044-1929_
",",,nan,nan,punctuation,201811081012-237044-1929_
Where,0.2612,1086.625,1086.915,pronunciation,201811081012-237044-1929_
were,0.241,1086.915,1087.015,pronunciation,201811081012-237044-1929_
you,0.2396,1087.015,1087.105,pronunciation,201811081012-237044-1929_
?,,nan,nan,punctuation,201811081012-237044-1929_
Seven,0.6087,1096.525,1096.755,pronunciation,201811081012-237044-1929_
?,,nan,nan,punctuation,201811081012-237044-1929_
Back,0.4392,1101.415,1101.685,pronunciation,201811081012-237044-1929_
that,0.4288,1101.685,1101.855,pronunciation,201811081012-237044-1929_
way,0.1531,1101.865,1101.925,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
EVACUATE,0.9963,1109.075,1109.555,pronunciation,201811081012-237044-1929_
like,0.8643,1131.06,1131.4,pronunciation,201811081012-237044-1929_
a,0.3266,1131.83,1131.86,pronunciation,201811081012-237044-1929_
question,0.7524,1131.87,1132.31,pronunciation,201811081012-237044-1929_
that's,0.5909,1143.47,1143.68,pronunciation,201811081012-237044-1929_
not,0.5205,1144.11,1144.25,pronunciation,201811081012-237044-1929_
on,0.7749,1144.25,1144.37,pronunciation,201811081012-237044-1929_
your,0.9726,1144.37,1144.53,pronunciation,201811081012-237044-1929_
life,0.6855,1144.53,1144.69,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Watch,0.9005,1150.23,1150.77,pronunciation,201811081012-237044-1929_
for,0.427,1151.47,1151.65,pronunciation,201811081012-237044-1929_
the,0.2943,1151.65,1151.73,pronunciation,201811081012-237044-1929_
local,0.2929,1151.86,1152.33,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Way,0.3776,1152.41,1152.86,pronunciation,201811081012-237044-1929_
hard,0.9849,1152.87,1153.25,pronunciation,201811081012-237044-1929_
over,1.0,1153.25,1153.58,pronunciation,201811081012-237044-1929_
there,0.3193,1153.75,1153.84,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Yeah,0.9824,1168.06,1168.43,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Are,0.9645,1170.95,1171.32,pronunciation,201811081012-237044-1929_
you,0.7177,1171.61,1171.67,pronunciation,201811081012-237044-1929_
available,1.0,1171.99,1172.76,pronunciation,201811081012-237044-1929_
?,,nan,nan,punctuation,201811081012-237044-1929_
Transport,0.9904,1172.77,1173.46,pronunciation,201811081012-237044-1929_
Animal,0.6361,1173.46,1174.02,pronunciation,201811081012-237044-1929_
",",,nan,nan,punctuation,201811081012-237044-1929_
Or,1.0,1174.07,1174.32,pronunciation,201811081012-237044-1929_
do,0.9992,1174.32,1174.44,pronunciation,201811081012-237044-1929_
you,1.0,1174.44,1174.55,pronunciation,201811081012-237044-1929_
want,0.9611,1174.55,1174.74,pronunciation,201811081012-237044-1929_
to,0.9596,1174.74,1174.8,pronunciation,201811081012-237044-1929_
focus,1.0,1174.81,1175.16,pronunciation,201811081012-237044-1929_
in,0.4701,1175.21,1175.31,pronunciation,201811081012-237044-1929_
on,0.9773,1175.31,1175.47,pronunciation,201811081012-237044-1929_
evacuation,0.818,1175.47,1176.3,pronunciation,201811081012-237044-1929_
?,,nan,nan,punctuation,201811081012-237044-1929_
Fourteen,0.6814,1181.41,1182.4,pronunciation,201811081012-237044-1929_
",",,nan,nan,punctuation,201811081012-237044-1929_
ninety,0.7928,1182.4,1182.65,pronunciation,201811081012-237044-1929_
",",,nan,nan,punctuation,201811081012-237044-1929_
five,1.0,1182.65,1183.07,pronunciation,201811081012-237044-1929_
hundred,0.7736,1183.53,1183.81,pronunciation,201811081012-237044-1929_
and,1.0,1183.81,1184.24,pronunciation,201811081012-237044-1929_
forty,0.9669,1184.25,1184.55,pronunciation,201811081012-237044-1929_
two,0.2625,1184.56,1184.62,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Forty,1.0,1184.63,1184.94,pronunciation,201811081012-237044-1929_
two,0.6459,1184.95,1185.33,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Fifty,0.9705,1185.66,1185.99,pronunciation,201811081012-237044-1929_
two,0.7173,1186.0,1186.34,pronunciation,201811081012-237044-1929_
showing,0.9941,1186.67,1187.06,pronunciation,201811081012-237044-1929_
on,0.9648,1187.06,1187.32,pronunciation,201811081012-237044-1929_
route,0.927,1187.32,1187.52,pronunciation,201811081012-237044-1929_
to,0.8641,1187.53,1187.61,pronunciation,201811081012-237044-1929_
the,0.9174,1187.76,1187.84,pronunciation,201811081012-237044-1929_
river,0.923,1187.84,1188.11,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
It's,0.4985,1198.25,1198.35,pronunciation,201811081012-237044-1929_
like,0.8456,1198.36,1198.5,pronunciation,201811081012-237044-1929_
having,0.4354,1198.51,1198.73,pronunciation,201811081012-237044-1929_
FIRE,0.7545,1198.8,1199.08,pronunciation,201811081012-237044-1929_
human,0.6202,1199.15,1199.4,pronunciation,201811081012-237044-1929_
down,0.7542,1199.49,1199.69,pronunciation,201811081012-237044-1929_
the,0.8874,1199.95,1200.04,pronunciation,201811081012-237044-1929_
river,1.0,1200.04,1200.48,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Wait,0.8525,1205.42,1211.11,pronunciation,201811081012-237044-1929_
",",,nan,nan,punctuation,201811081012-237044-1929_
wait,0.7992,1215.31,1221.05,pronunciation,201811081012-237044-1929_
In,0.4449,1223.92,1224.08,pronunciation,201811081012-237044-1929_
a,0.3839,1224.08,1224.14,pronunciation,201811081012-237044-1929_
room,0.5266,1224.14,1224.34,pronunciation,201811081012-237044-1929_
with,1.0,1224.35,1224.52,pronunciation,201811081012-237044-1929_
twenty,1.0,1224.53,1224.87,pronunciation,201811081012-237044-1929_
eight,1.0,1224.87,1225.11,pronunciation,201811081012-237044-1929_
points,0.5154,1226.56,1226.97,pronunciation,201811081012-237044-1929_
",",,nan,nan,punctuation,201811081012-237044-1929_
you,0.9841,1242.982,1243.172,pronunciation,201811081012-237044-1929_
know,0.96,1243.172,1243.312,pronunciation,201811081012-237044-1929_
forever,0.3079,1243.812,1244.322,pronunciation,201811081012-237044-1929_
thirty,0.6377,1250.152,1250.342,pronunciation,201811081012-237044-1929_
two,0.916,1250.352,1250.622,pronunciation,201811081012-237044-1929_
fifty,1.0,1250.632,1250.942,pronunciation,201811081012-237044-1929_
for,0.9431,1250.942,1251.212,pronunciation,201811081012-237044-1929_
golf,0.9887,1251.212,1251.542,pronunciation,201811081012-237044-1929_
thirty,1.0,1316.252,1317.012,pronunciation,201811081012-237044-1929_
four,0.9657,1317.012,1317.352,pronunciation,201811081012-237044-1929_
twenty,0.9394,1317.492,1317.832,pronunciation,201811081012-237044-1929_
nine,0.9389,1317.832,1318.192,pronunciation,201811081012-237044-1929_
OROVILLE,0.6445,1322.472,1322.762,pronunciation,201811081012-237044-1929_
Home,0.9745,1322.762,1322.962,pronunciation,201811081012-237044-1929_
guard,0.3067,1322.972,1323.212,pronunciation,201811081012-237044-1929_
evacuated,0.5141,1323.422,1324.072,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
First,0.6744,1324.082,1324.322,pronunciation,201811081012-237044-1929_
PARADISE,1.0,1329.902,1330.312,pronunciation,201811081012-237044-1929_
FIRE,0.9629,1330.322,1330.742,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
NORD,0.9623,1330.992,1331.222,pronunciation,201811081012-237044-1929_
Ridgeway,0.679,1331.292,1332.072,pronunciation,201811081012-237044-1929_
over,0.7956,1332.272,1332.512,pronunciation,201811081012-237044-1929_
home,0.9842,1332.512,1332.802,pronunciation,201811081012-237044-1929_
Park,0.9068,1332.812,1333.062,pronunciation,201811081012-237044-1929_
is,0.7145,1333.062,1333.152,pronunciation,201811081012-237044-1929_
about,0.9738,1333.162,1333.522,pronunciation,201811081012-237044-1929_
NORD,0.9931,1335.102,1335.332,pronunciation,201811081012-237044-1929_
roll,0.2217,1344.022,1344.342,pronunciation,201811081012-237044-1929_
call,0.2684,1344.422,1344.802,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Wait,0.2657,1355.652,1357.132,pronunciation,201811081012-237044-1929_
!,,nan,nan,punctuation,201811081012-237044-1929_
FIRE,0.9837,1357.142,1357.642,pronunciation,201811081012-237044-1929_
Hospital,0.9987,1358.672,1359.232,pronunciation,201811081012-237044-1929_
and,0.8663,1359.232,1359.492,pronunciation,201811081012-237044-1929_
wait,0.4248,1363.262,1364.122,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
But,0.1941,1378.662,1378.832,pronunciation,201811081012-237044-1929_
really,0.9679,1379.762,1380.102,pronunciation,201811081012-237044-1929_
how,0.1201,1384.142,1384.252,pronunciation,201811081012-237044-1929_
good,0.4527,1384.302,1384.582,pronunciation,201811081012-237044-1929_
A,0.4755,1384.582,1384.772,pronunciation,201811081012-237044-1929_
hundred,0.7843,1384.782,1385.022,pronunciation,201811081012-237044-1929_
forty,0.9904,1385.032,1385.432,pronunciation,201811081012-237044-1929_
people,0.9996,1385.442,1385.762,pronunciation,201811081012-237044-1929_
evacuated,0.6918,1385.912,1386.652,pronunciation,201811081012-237044-1929_
coming,1.0,1390.442,1390.772,pronunciation,201811081012-237044-1929_
up,0.9963,1390.772,1390.882,pronunciation,201811081012-237044-1929_
are,0.9925,1390.892,1391.182,pronunciation,201811081012-237044-1929_
Just,1.0,1391.302,1391.532,pronunciation,201811081012-237044-1929_
find,0.522,1391.542,1391.852,pronunciation,201811081012-237044-1929_
another,0.3859,1391.862,1392.092,pronunciation,201811081012-237044-1929_
river,0.9581,1392.092,1392.502,pronunciation,201811081012-237044-1929_
approximately,1.0,1392.542,1393.032,pronunciation,201811081012-237044-1929_
one,0.9187,1393.042,1393.132,pronunciation,201811081012-237044-1929_
hundred,0.9984,1393.132,1393.342,pronunciation,201811081012-237044-1929_
forty,1.0,1393.352,1393.692,pronunciation,201811081012-237044-1929_
seven,0.8903,1393.702,1393.942,pronunciation,201811081012-237044-1929_
to,0.8537,1393.952,1394.042,pronunciation,201811081012-237044-1929_
be,0.9846,1394.052,1394.152,pronunciation,201811081012-237044-1929_
evacuated,0.9868,1394.152,1394.822,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
I,1.0,1394.822,1394.872,pronunciation,201811081012-237044-1929_
think,1.0,1394.872,1395.132,pronunciation,201811081012-237044-1929_
I've,1.0,1395.132,1395.252,pronunciation,201811081012-237044-1929_
got,1.0,1395.262,1395.592,pronunciation,201811081012-237044-1929_
at,1.0,1395.632,1395.872,pronunciation,201811081012-237044-1929_
least,1.0,1395.872,1396.092,pronunciation,201811081012-237044-1929_
another,1.0,1396.122,1396.522,pronunciation,201811081012-237044-1929_
twelve,1.0,1396.522,1396.972,pronunciation,201811081012-237044-1929_
in,0.5026,1396.972,1397.062,pronunciation,201811081012-237044-1929_
a,0.3133,1397.062,1397.122,pronunciation,201811081012-237044-1929_
room,0.4172,1397.122,1397.312,pronunciation,201811081012-237044-1929_
River,0.9997,1406.412,1406.962,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
That's,0.8517,1410.802,1410.952,pronunciation,201811081012-237044-1929_
a,0.9846,1410.972,1411.072,pronunciation,201811081012-237044-1929_
lot,0.9877,1411.072,1411.252,pronunciation,201811081012-237044-1929_
for,0.9984,1411.262,1411.382,pronunciation,201811081012-237044-1929_
that,0.9984,1411.382,1411.602,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
You,0.4561,1422.472,1422.532,pronunciation,201811081012-237044-1929_
can't,0.6903,1422.542,1422.762,pronunciation,201811081012-237044-1929_
fight,0.227,1422.772,1422.952,pronunciation,201811081012-237044-1929_
me,0.4707,1422.972,1423.252,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
OROVILLE,0.9997,1423.252,1423.692,pronunciation,201811081012-237044-1929_
",",,nan,nan,punctuation,201811081012-237044-1929_
Wait,0.2778,1424.332,1428.772,pronunciation,201811081012-237044-1929_
!,,nan,nan,punctuation,201811081012-237044-1929_
Oh,0.3921,1442.342,1442.612,pronunciation,201811081012-237044-1929_
",",,nan,nan,punctuation,201811081012-237044-1929_
wait,0.634,1444.622,1453.442,pronunciation,201811081012-237044-1929_
!,,nan,nan,punctuation,201811081012-237044-1929_
Theo,0.5557,1469.372,1470.992,pronunciation,201811081012-237044-1929_
River,0.5355,1471.772,1472.122,pronunciation,201811081012-237044-1929_
got,0.9761,1472.132,1472.432,pronunciation,201811081012-237044-1929_
a,1.0,1472.722,1472.922,pronunciation,201811081012-237044-1929_
third,1.0,1472.932,1473.222,pronunciation,201811081012-237044-1929_
of,1.0,1473.222,1473.342,pronunciation,201811081012-237044-1929_
their,1.0,1473.352,1473.762,pronunciation,201811081012-237044-1929_
faces,0.9939,1474.072,1474.432,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Get,1.0,1474.642,1474.872,pronunciation,201811081012-237044-1929_
transported,0.9487,1474.882,1475.422,pronunciation,201811081012-237044-1929_
out,1.0,1475.422,1475.692,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
We've,0.9877,1476.092,1476.222,pronunciation,201811081012-237044-1929_
got,1.0,1476.222,1476.402,pronunciation,201811081012-237044-1929_
deputies,1.0,1476.412,1476.892,pronunciation,201811081012-237044-1929_
and,0.9686,1476.972,1477.212,pronunciation,201811081012-237044-1929_
staff,0.7096,1477.222,1477.542,pronunciation,201811081012-237044-1929_
providing,0.9858,1478.132,1478.562,pronunciation,201811081012-237044-1929_
free,0.4238,1478.572,1478.712,pronunciation,201811081012-237044-1929_
and,0.5481,1478.712,1478.812,pronunciation,201811081012-237044-1929_
low,0.3698,1479.282,1479.452,pronunciation,201811081012-237044-1929_
one,0.9945,1493.415,1493.645,pronunciation,201811081012-237044-1929_
