text,speaker_start,speaker_end,speaker_length,speaker,sentence,word_confidence,avg_confidence,min_conf,feed,location,state,feed_name,department,INTPTLON,INTPTLAT,ID_PLACES,text_clean,contains_fire,contains_evac,start_time,end_time
"Utility forty four BIGGS . Anyone coming on local point , OROVILLE unable ",461.82,462.22,0.4000000000000341,spk_1,46.0,"[0.9809, 0.9998, 0.9529, 0.9478, nan, 0.4778, 0.9085, 0.9922, 0.9685, 0.9081, nan, 0.8858, 0.9823]",0.9095090909090909,0.4778,201811080942-79066-1929_,"['OROVILLE', 'BIGGS']",CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,"[-121.5600132, -121.7100758]","[39.4954747, 39.4132906]","['OROVILLE', 'BIGGS']",utility forty four biggs anyone coming on local point oroville unable,0,0,2018-11-08 07:49:41-08:00,2018-11-08 07:49:42-08:00
"Wei , ",1197.8,1198.45,0.650000000000091,spk_0,193.0,"[0.452, nan]",0.452,0.452,201811080931-763045-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],wei,0,0,2018-11-08 07:50:57-08:00,2018-11-08 07:50:58-08:00
"I think Delta Are you local ? Fifty nine years , OROVILLE . I don't need anyone . Anyone . I see . Go ahead , ",1197.14,1197.8,0.6599999999998545,spk_6,192.0,"[0.9104, 0.7693, 0.9907, 0.3716, 0.4265, 0.9643, nan, 0.7279, 0.5947, 0.9997, nan, 0.8754, nan, 0.6127, 0.9625, 0.3379, 0.9911, nan, 0.8262, nan, 0.9939, 0.2286, nan, 0.3273, 0.3279, nan]",0.6967684210526316,0.2286,201811080931-763045-22956_,['OROVILLE'],CA,Chico_Paradise_Fire__CalFire,FIRE,[-121.5600132],[39.4954747],['OROVILLE'],i think delta are you local fifty nine years oroville i don t need anyone anyone i see go ahead,0,0,2018-11-08 07:50:57-08:00,2018-11-08 07:50:57-08:00
"ENGINE . Anyone ? Wait twenty one . One more . One more . A medical team waiting . One more . Three gay light on the camera . One , five , three . Never . Three and six foreign ways . OROVILLE . I can't I don't know . ",1380.358,1380.548,0.19000000000005457,spk_1,28.0,"[0.9779, nan, 0.7575, nan, 0.1856, 0.9977, 0.9981, nan, 0.6876, 0.2558, nan, 0.4463, 0.6828, nan, 0.1732, 0.9332, 0.1639, 0.9796, nan, 0.7912, 0.8332, nan, 0.8823, 0.4262, 0.5121, 0.9982, 0.953, 0.7734, nan, 0.9915, nan, 0.8931, nan, 0.9136, nan, 0.5765, nan, 0.9997, 0.9978, 0.9346, 0.5559, 0.3889, nan, 0.6494, nan, 0.2863, 0.4629, 0.3596, 0.6642, 0.2807, nan]",0.6767638888888889,0.1639,201811080928-650127-24574_,['OROVILLE'],CA,Oroville_Fire,FIRE,[-121.5600132],[39.4954747],['OROVILLE'],engine anyone wait twenty one one more one more a medical team waiting one more three gay light on the camera one five three never three and six foreign ways oroville i can t i don t know,0,0,2018-11-08 07:51:00-08:00,2018-11-08 07:51:00-08:00
"to get out Green four above Camelot . I believe right now they don't have another great playoff . CONCOW , There you are With over people everywhere You go ahead . I'LL go check on ",557.168,558.058,0.8899999999999864,spk_6,56.0,"[0.986, 0.9827, 0.9799, 0.6971, 0.1967, 0.8581, 0.9996, nan, 0.3486, 0.9967, 0.8, 0.9978, 1.0, 1.0, 1.0, 0.8579, 0.9999, 0.4277, nan, 1.0, nan, 0.3058, 0.2785, 0.4117, 1.0, 0.9074, 1.0, 0.1725, 0.939, 0.5774, 0.4468, nan, 0.5998, 0.9668, 0.9773, 0.906]",0.7693031250000001,0.1725,201811080942-79066-1929_,['CONCOW'],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[-121.513493],[39.7703164],['CONCOW'],to get out green four above camelot i believe right now they don t have another great playoff concow there you are with over people everywhere you go ahead i ll go check on,0,0,2018-11-08 07:51:17-08:00,2018-11-08 07:51:18-08:00
because of the address ,558.078,561.288,3.2100000000000364,spk_1,57.0,"[0.9327, 0.8368, 1.0, 0.6694]",0.859725,0.6694,201811080942-79066-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],because of the address,0,0,2018-11-08 07:51:18-08:00,2018-11-08 07:51:21-08:00
"is one three , four , seven one , three , four Plainclothes CONCOW ! Wait ! NORD ! A lot of Wait . Teo , FIRE down here ! All right . Wait , OROVILLE , ",639.89,639.92,0.029999999999972715,spk_3,67.0,"[0.7341, 0.9721, 1.0, nan, 0.9979, nan, 1.0, 1.0, nan, 0.9193, nan, 0.9938, 0.6822, 0.9997, nan, 0.566, nan, 0.4348, nan, 0.8832, 0.943, 0.8846, 0.5248, nan, 0.4364, nan, 0.9614, 0.9988, 0.9982, nan, 0.2993, 0.2691, nan, 0.344, nan, 0.9765, nan]",0.7841333333333335,0.2691,201811080942-79066-1929_,"['OROVILLE', 'CONCOW', 'NORD']",CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,"[-121.5600132, -121.513493, -121.9549057]","[39.4954747, 39.7703164, 39.7737878]","['OROVILLE', 'CONCOW', 'NORD']",is one three four seven one three four plainclothes concow wait nord a lot of wait teo fire down here all right wait oroville,1,0,2018-11-08 07:52:39-08:00,2018-11-08 07:52:39-08:00
I ,639.93,641.33,1.400000000000091,spk_0,68.0,[0.3347],0.3347,0.3347,201811080942-79066-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],i,0,0,2018-11-08 07:52:39-08:00,2018-11-08 07:52:41-08:00
"Have Ah , probably very large spot on the backside of George Hill Road area right now . OROVILLE Air Taxi was there . Where are you going ? Around campus . You know . What about the South Nature's close ? This little six One place stick Highpoint . Helicopters , Captain . Graders around OROVILLE along restores OROVILLE alarm ",1311.42,1312.86,1.4399999999998272,spk_4,207.0,"[1.0, 0.6647, nan, 1.0, 1.0, 1.0, 0.6313, 0.8527, 0.7119, 0.5029, 0.9279, 0.7367, 0.8454, 0.9845, 1.0, 0.9507, 0.9474, nan, 0.991, 0.8293, 0.3879, 0.6094, 0.7586, nan, 0.2706, 0.2706, 0.2903, 0.7319, nan, 0.998, 0.9749, nan, 0.9984, 1.0, nan, 0.9989, 1.0, 1.0, 0.4953, 0.6982, 0.3215, nan, 0.8519, 0.9129, 0.9908, 0.7142, 0.3194, 0.5247, 0.7922, nan, 0.5775, nan, 0.6979, nan, 0.6006, 0.9272, 0.8923, 0.8564, 0.3806, 0.9857, 0.7339]",0.7674333333333333,0.2706,201811080931-763045-22956_,['OROVILLE'],CA,Chico_Paradise_Fire__CalFire,FIRE,[-121.5600132],[39.4954747],['OROVILLE'],have ah probably very large spot on the backside of george hill road area right now oroville air taxi was there where are you going around campus you know what about the south nature s close this little six one place stick highpoint helicopters captain graders around oroville along restores oroville alarm,0,0,2018-11-08 07:52:51-08:00,2018-11-08 07:52:52-08:00
seventeen eighty two states ,1320.16,1320.55,0.38999999999987267,spk_0,208.0,"[1.0, 0.9865, 0.8483, 0.6991]",0.883475,0.6991,201811080931-763045-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],seventeen eighty two states,0,0,2018-11-08 07:53:00-08:00,2018-11-08 07:53:00-08:00
"Division One place , please . Got it . One . Fire alarms seventeen . Eighty two days . One fire alarms one seven eight . Two states across the field . FIRE seven sixty three , seven ",1479.316,1479.666,0.34999999999990905,spk_7,84.0,"[1.0, 0.9995, 0.7019, nan, 0.6783, nan, 0.666, 0.5178, nan, 0.8605, nan, 0.5591, 0.8349, 0.9956, nan, 0.99, 0.8971, 0.3626, nan, 0.9524, 0.8123, 0.9439, 0.9926, 0.7615, 1.0, nan, 0.5411, 0.4556, 0.4193, 0.6597, 0.6323, nan, 0.994, 0.8856, 0.5399, 0.9878, nan, 0.9948]",0.7805551724137932,0.3626,201811080929-467022-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],division one place please got it one fire alarms seventeen eighty two days one fire alarms one seven eight two states across the field fire seven sixty three seven,1,0,2018-11-08 07:53:39-08:00,2018-11-08 07:53:39-08:00
"God can't fight the report of a possible entrapment . Harvey advising They cannot EVACUATE FIRE ! One three five to six , thirteen five twenty six Green Forest lane in the CONCOW area one three five , six green for Division's Delta . You copy that ? FIRE ? It's got traffic travelled at what ? Three , five six Green Forest Place . Can you sort that ",1376.442,1376.552,0.10999999999989996,spk_6,220.0,"[0.7723, 0.863, 0.4508, 0.8659, 0.9901, 1.0, 1.0, 1.0, 0.9946, nan, 0.2148, 1.0, 0.9961, 0.9993, 0.999, 0.9904, nan, 0.9644, 1.0, 1.0, 0.839, 0.9956, nan, 0.6584, 1.0, 1.0, 0.9804, 0.9946, 0.8636, 0.636, 0.9984, 0.9223, 0.8447, 0.9859, 0.789, 0.9958, 1.0, nan, 0.9998, 0.801, 0.7325, 0.8343, 0.975, nan, 0.999, 0.9999, 1.0, nan, 0.2536, nan, 0.6139, 0.9975, 0.7217, 0.1048, 0.689, 0.9829, nan, 1.0, nan, 0.9445, 0.8906, 0.9881, 0.7184, 0.413, nan, 0.4674, 0.9988, 0.3582, 0.5154]",0.8407406779661017,0.1048,201811080931-763045-22956_,['CONCOW'],CA,Chico_Paradise_Fire__CalFire,FIRE,[-121.513493],[39.7703164],['CONCOW'],god can t fight the report of a possible entrapment harvey advising they cannot evacuate fire one three five to six thirteen five twenty six green forest lane in the concow area one three five six green for division s delta you copy that fire it s got traffic travelled at what three five six green forest place can you sort that,1,1,2018-11-08 07:53:56-08:00,2018-11-08 07:53:56-08:00
out ? Yeah . ,1378.872,1379.662,0.7899999999999636,spk_0,222.0,"[0.3615, nan, 1.0, nan]",0.68075,0.3615,201811080931-763045-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],out yeah,0,0,2018-11-08 07:53:58-08:00,2018-11-08 07:53:59-08:00
fifty . FIRE ! What color is it ? ,1510.466,1512.156,1.6900000000000546,spk_3,86.0,"[0.9966, nan, 0.9776, nan, 0.8013, 0.9519, 0.7713, 0.6854, nan]",0.8640166666666668,0.6854,201811080929-467022-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],fifty fire what color is it,1,0,2018-11-08 07:54:10-08:00,2018-11-08 07:54:12-08:00
"When I couldn't copy your last case , ",1514.666,1515.676,1.009999999999991,spk_7,87.0,"[0.9997, 1.0, 0.9904, 0.2761, 0.9685, 0.945, 0.9884, nan]",0.881157142857143,0.2761,201811080929-467022-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],when i couldn t copy your last case,0,0,2018-11-08 07:54:14-08:00,2018-11-08 07:54:15-08:00
"can't write a report of a possible in our P s . I think they cannot EVACUATE FIRE . One , three , five , six , five , twenty six . Clean for plain in the CONCOW area Green . Four planes . Come on . Wait , wait , wait . Forty one . That that ",736.927,739.647,2.7200000000000273,spk_1,78.0,"[0.9009, 0.2532, 0.9003, 0.9867, 1.0, 1.0, 1.0, 0.738, 0.5489, 0.4053, 0.3833, nan, 0.5259, 0.2672, 0.9998, 0.9967, 0.9993, 0.9968, nan, 0.9651, nan, 1.0, nan, 1.0, nan, 1.0, nan, 1.0, nan, 1.0, 0.9573, nan, 0.6909, 1.0, 0.3812, 0.9961, 0.9748, 1.0, 0.9917, 0.9116, nan, 0.4253, 0.774, nan, 0.953, 0.954, nan, 0.6399, nan, 0.5216, nan, 0.8071, nan, 0.356, 0.4184, nan, 0.5621, 0.5496]",0.7844651162790698,0.2532,201811080942-79066-1929_,['CONCOW'],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[-121.513493],[39.7703164],['CONCOW'],can t write a report of a possible in our p s i think they cannot evacuate fire one three five six five twenty six clean for plain in the concow area green four planes come on wait wait wait forty one that that,1,1,2018-11-08 07:54:16-08:00,2018-11-08 07:54:19-08:00
Call the residents There . ,1521.266,1526.646,5.379999999999882,spk_3,89.0,"[0.6779, 1.0, 0.3585, 0.9057, nan]",0.735525,0.3585,201811080929-467022-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],call the residents there,0,0,2018-11-08 07:54:21-08:00,2018-11-08 07:54:26-08:00
"I'LL head that way . Yes , outside . Wait ! Get down here ! Stop it ! Great ! You have four forty one sixteen SMOKE ",1409.452,1411.512,2.0599999999999454,spk_4,230.0,"[0.4711, 0.695, 1.0, 0.9996, nan, 0.7378, nan, 0.9067, nan, 0.6661, nan, 0.9877, 1.0, 0.9993, nan, 0.8137, 0.6262, nan, 0.483, nan, 0.4335, 0.9466, 0.6967, 0.9415, 0.9988, 0.3849, 0.9844]",0.78863,0.3849,201811080931-763045-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],i ll head that way yes outside wait get down here stop it great you have four forty one sixteen smoke,0,0,2018-11-08 07:54:29-08:00,2018-11-08 07:54:31-08:00
"FIRE ! We're looking color , isn't it ? When I couldn't copy your last call , the residents there copy Eagle Security's calling their lies and false alarm proper . Could cancel respond seven fifty four ",1456.182,1456.392,0.21000000000003638,spk_0,235.0,"[0.7016, nan, 0.4492, 1.0, 0.9953, nan, 0.9164, 0.4692, nan, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9573, 0.5762, nan, 0.9996, 0.5268, 0.9599, 0.6073, 0.9124, 0.6184, 1.0, 0.8081, 0.2539, 0.7349, 0.8317, 0.8329, 0.7129, nan, 0.8992, 0.9542, 0.3352, 0.9971, 0.9999, 0.4314]",0.79628125,0.2539,201811080931-763045-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],fire we re looking color isn t it when i couldn t copy your last call the residents there copy eagle security s calling their lies and false alarm proper could cancel respond seven fifty four,1,0,2018-11-08 07:55:16-08:00,2018-11-08 07:55:16-08:00
"Wait , CONCOW , Travis ninety three will travel till there . So three four year mandatory evacuations . Thirty seven going to wage war . I'm gonna really get out of Camelot . The one with Dong FIRE on the roadway around , which is a large open area . On my way . BUTTE-VALLEY forty for ",835.637,836.167,0.5300000000000864,spk_0,94.0,"[0.5621, nan, 0.9029, nan, 0.2034, 1.0, 1.0, 0.8509, 0.8133, 0.5798, 0.7212, nan, 0.6248, 1.0, 0.5535, 0.7409, 1.0, 0.7708, nan, 0.7918, 0.9795, 0.8572, 0.5928, 0.3169, 0.3139, nan, 0.9758, 0.622, 0.4401, 0.6943, 0.7538, 0.7233, 0.9981, nan, 0.8033, 0.4383, 0.6702, 0.2432, 0.9454, 0.9719, 0.9737, 0.7823, 0.9944, nan, 0.988, 0.9837, 0.8538, 0.8224, 1.0, 1.0, nan, 0.9331, 0.4435, 0.92, nan, 0.7344, 0.2642, 0.9759]",0.7576489795918367,0.2034,201811080942-79066-1929_,"['BUTTE VALLEY', 'CONCOW']",CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,"[-121.6458891, -121.513493]","[39.6688044, 39.7703164]","['BUTTE VALLEY', 'CONCOW']",wait concow travis ninety three will travel till there so three four year mandatory evacuations thirty seven going to wage war i m gonna really get out of camelot the one with dong fire on the roadway around which is a large open area on my way butte valley forty for,1,1,2018-11-08 07:55:55-08:00,2018-11-08 07:55:56-08:00
The Eagle Security is calling . They're advising false alarm . Proper hood . Cancerous . Seven . Fifty four . ,1650.036,1650.716,0.6799999999998363,spk_4,90.0,"[0.9698, 0.9248, 0.6281, 0.5977, 1.0, nan, 0.4206, 0.9666, 1.0, 0.6115, nan, 0.5451, 0.8372, nan, 0.1294, nan, 0.9947, nan, 0.993, 0.6798, nan]",0.7532200000000001,0.1294,201811080929-467022-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],the eagle security is calling they re advising false alarm proper hood cancerous seven fifty four,0,0,2018-11-08 07:56:30-08:00,2018-11-08 07:56:30-08:00
"NORD lacking around . Can you grow here ? Thanks . Five copies saving and I here now YANKEE-HILL seven twenty four . All units responding to saving for or at camp incident which you support for command used for for command . Your Katniss eleven FIRE twenty six . Idiot . OROVILLE Repeating all units responding to state for the campus with abuse for for command , you're back eleven point five . There's traffic . ",1549.75,1550.85,1.099999999999909,spk_6,254.0,"[0.994, 0.9586, 0.9652, nan, 0.2968, 0.9967, 0.2819, 0.8957, nan, 0.9279, nan, 0.667, 0.7198, 0.4739, 0.9993, 0.995, 0.8477, 0.9999, 0.976, 0.5457, 0.9929, 0.1298, nan, 0.5608, 0.6963, 0.9835, 0.9895, 0.503, 0.9925, 0.9995, 0.9796, 0.9088, 0.8071, 0.7859, 0.587, 0.9803, 0.9839, 0.6964, 0.8293, 0.9361, 0.6787, 0.9563, nan, 0.699, 0.5542, 0.9926, 0.9246, 1.0, 0.9937, nan, 0.8845, nan, 0.8305, 0.998, 0.4545, 0.6274, 0.9781, 0.7555, 0.6287, 1.0, 1.0, 0.9715, 0.7385, 0.4167, 0.9088, 0.7733, 0.7535, nan, 0.2896, 0.6713, 0.9984, 0.9864, 0.977, nan, 0.4503, 0.9031, nan]",0.8011641791044776,0.1298,201811080931-763045-22956_,"['OROVILLE', 'YANKEE HILL', 'NORD']",CA,Chico_Paradise_Fire__CalFire,FIRE,"[-121.5600132, -121.5165419, -121.9549057]","[39.4954747, 39.6963388, 39.7737878]","['OROVILLE', 'YANKEE HILL', 'NORD']",nord lacking around can you grow here thanks five copies saving and i here now yankee hill seven twenty four all units responding to saving for or at camp incident which you support for command used for for command your katniss eleven fire twenty six idiot oroville repeating all units responding to state for the campus with abuse for for command you re back eleven point five there s traffic,1,0,2018-11-08 07:56:49-08:00,2018-11-08 07:56:50-08:00
command for command . You're pregnant . Eleven twenty six Order or beating all units responding to work for the man with four commands your eleven twenty five ,900.852,902.672,1.82000000000005,spk_1,102.0,"[0.6812, 0.9063, 0.7942, nan, 0.4431, 0.56, nan, 0.9902, 0.9998, 0.7109, 0.7469, 0.2388, 0.7676, 0.9965, 0.975, 0.9864, 0.9764, 0.572, 0.997, 0.8514, 0.265, 0.4245, 0.3075, 0.215, 0.5605, 0.9996, 0.9624, 0.7405]",0.7180269230769232,0.215,201811080942-79066-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],command for command you re pregnant eleven twenty six order or beating all units responding to work for the man with four commands your eleven twenty five,0,0,2018-11-08 07:57:00-08:00,2018-11-08 07:57:02-08:00
ENGINE One time . ,1757.798,1760.508,2.7100000000000364,spk_3,33.0,"[0.747, 0.97, 0.9492, nan]",0.8887333333333333,0.747,201811080928-650127-24574_,[],CA,Oroville_Fire,FIRE,[],[],[],engine one time,0,0,2018-11-08 07:57:17-08:00,2018-11-08 07:57:20-08:00
"Thirty , seventy , one ",1711.396,1711.736,0.3400000000001455,spk_7,92.0,"[0.9977, nan, 0.4478, nan, 1.0]",0.8151666666666667,0.4478,201811080929-467022-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],thirty seventy one,0,0,2018-11-08 07:57:31-08:00,2018-11-08 07:57:31-08:00
just ,1717.436,1718.066,0.6300000000001091,spk_7,95.0,[0.7796],0.7796,0.7796,201811080929-467022-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],just,0,0,2018-11-08 07:57:37-08:00,2018-11-08 07:57:38-08:00
hundred . I'm ,1717.216,1717.406,0.19000000000005457,spk_4,94.0,"[1.0, nan, 0.3314]",0.6657,0.3314,201811080929-467022-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],hundred i m,0,0,2018-11-08 07:57:37-08:00,2018-11-08 07:57:37-08:00
OROVILLE can't bear attacks . ,1607.432,1608.352,0.9200000000000728,spk_0,258.0,"[0.9775, 0.6649, 0.7179, 0.616, nan]",0.744075,0.616,201811080931-763045-22956_,['OROVILLE'],CA,Chico_Paradise_Fire__CalFire,FIRE,[-121.5600132],[39.4954747],['OROVILLE'],oroville can t bear attacks,0,0,2018-11-08 07:57:47-08:00,2018-11-08 07:57:48-08:00
"OROVILLE Point Life or part of it , ",1817.898,1818.688,0.790000000000191,spk_1,36.0,"[0.9244, 0.7671, 0.6817, 0.3384, 0.8793, 0.8496, 0.6685, nan]",0.7298571428571428,0.3384,201811080928-650127-24574_,['OROVILLE'],CA,Oroville_Fire,FIRE,[-121.5600132],[39.4954747],['OROVILLE'],oroville point life or part of it,0,0,2018-11-08 07:58:17-08:00,2018-11-08 07:58:18-08:00
"OROVILLE planes in the trailer park . Wait , Theo ! But wait . Put off what you put on weight . ",986.98,987.72,0.7400000000000091,spk_0,107.0,"[0.3672, 0.5757, 0.2486, 1.0, 0.9998, 0.9711, nan, 0.4611, nan, 0.2507, nan, 1.0, 0.813, nan, 0.9715, 0.6693, 0.7525, 0.6197, 0.7604, 0.9991, 0.7107, nan]",0.7159058823529412,0.2486,201811080942-79066-1929_,['OROVILLE'],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[-121.5600132],[39.4954747],['OROVILLE'],oroville planes in the trailer park wait theo but wait put off what you put on weight,0,0,2018-11-08 07:58:26-08:00,2018-11-08 07:58:27-08:00
a writer . ,1772.956,1774.276,1.3200000000001637,spk_4,96.0,"[0.432, 0.9519, nan]",0.69195,0.432,201811080929-467022-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],a writer,0,0,2018-11-08 07:58:32-08:00,2018-11-08 07:58:34-08:00
"our home Got a vehicle ? One ninety two ninety nine for twenty five twelve . You're not ninety four , right ? I'll be there at eight hundred . ",1097.79,1100.17,2.380000000000109,spk_0,8.0,"[0.3981, 0.3163, 0.5246, 0.4205, 0.9898, nan, 0.9811, 0.9227, 0.931, 0.9321, 0.9321, 0.8031, 1.0, 1.0, 0.4572, nan, 0.8898, 1.0, 0.9458, 0.4168, nan, 0.4944, nan, 0.9945, 1.0, 1.0, 1.0, 0.9995, 1.0, nan]",0.8139759999999999,0.3163,201811080941-981417-26936_,[],CA,Oroville_Police_Fire,BOTH,[],[],[],our home got a vehicle one ninety two ninety nine for twenty five twelve you re not ninety four right i ll be there at eight hundred,0,0,2018-11-08 07:59:17-08:00,2018-11-08 07:59:20-08:00
"Can it wait forty four ? Okay , that's one eight three one . One , eight , three one way . And there's that over there . Really ? GRIDLEY , FIRE ! ",1142.608,1142.668,0.05999999999994543,spk_5,117.0,"[0.4237, 0.2963, 0.335, 0.9817, 0.7591, nan, 0.3208, nan, 0.3725, 0.888, 0.7292, 0.9863, 0.9996, nan, 1.0, nan, 0.9994, nan, 1.0, 1.0, 0.7973, nan, 0.4029, 0.4369, 0.7026, 0.5266, 0.891, nan, 0.5124, nan, 0.6186, nan, 0.453, nan]",0.6847041666666667,0.2963,201811080942-79066-1929_,['GRIDLEY'],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[-121.6970846],[39.3621693],['GRIDLEY'],can it wait forty four okay that s one eight three one one eight three one way and there s that over there really gridley fire,1,0,2018-11-08 08:01:02-08:00,2018-11-08 08:01:02-08:00
You ,1142.738,1149.958,7.220000000000027,spk_8,118.0,[0.4834],0.4834,0.4834,201811080942-79066-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],you,0,0,2018-11-08 08:01:02-08:00,2018-11-08 08:01:09-08:00
"can't like . Short way three nine , four , three . ",1161.888,1162.758,0.8700000000001182,spk_1,119.0,"[0.9501, 0.9979, nan, 0.6842, 0.5595, 0.8661, 0.6141, nan, 0.6007, nan, 0.8504, nan]",0.765375,0.5595,201811080942-79066-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],can t like short way three nine four three,0,0,2018-11-08 08:01:21-08:00,2018-11-08 08:01:22-08:00
"One hundred twenty one forty . I'm forty four . Very glad you wanted to join a lot of their winter . Funny BERRY-CREEK Anyone's location for us . That's one eight three one one eight three one Appletini away . Eighteen . Thirty one apple anyway . The water center forty , forty two zero , eight hundred twenty . Thirty . Forty years our seventy one , twenty three . Fourteen YANKEE-HILL hardware one one three ",1829.457,1830.207,0.75,spk_6,272.0,"[1.0, 1.0, 1.0, 0.9999, 0.9229, nan, 0.4155, 0.9997, 0.4427, nan, 0.7877, 0.7843, 0.3518, 0.3591, 0.6764, 0.7875, 0.2226, 0.2604, 0.3153, 0.709, 0.7828, nan, 0.8085, 0.3225, 0.7921, 0.99, 0.9527, 0.2783, nan, 0.7399, 0.9995, 0.9941, 1.0, 0.9997, 1.0, 0.9998, 1.0, 0.9997, 0.5878, 0.9793, nan, 0.9804, nan, 1.0, 1.0, 0.6332, 0.3087, nan, 0.4494, 0.7615, 0.8035, 0.7914, nan, 0.9929, 0.8893, 0.9467, nan, 0.7473, 0.9922, 0.8199, nan, 0.4561, nan, 0.9973, 0.5813, 0.396, 0.8032, 0.8192, nan, 1.0, 0.6491, nan, 0.2917, 0.7661, 0.999, 0.9471, 0.9711, 0.8041]",0.7670646153846153,0.2226,201811080931-763045-22956_,"['BERRY CREEK', 'YANKEE HILL']",CA,Chico_Paradise_Fire__CalFire,FIRE,"[-121.4053968, -121.5165419]","[39.6315367, 39.6963388]","['BERRY CREEK', 'YANKEE HILL']",one hundred twenty one forty i m forty four very glad you wanted to join a lot of their winter funny berry creek anyone s location for us that s one eight three one one eight three one appletini away eighteen thirty one apple anyway the water center forty forty two zero eight hundred twenty thirty forty years our seventy one twenty three fourteen yankee hill hardware one one three,0,0,2018-11-08 08:01:29-08:00,2018-11-08 08:01:30-08:00
four ,216.99,217.16,0.1699999999999875,spk_3,11.0,[0.2263],0.2263,0.2263,201811080958-305482-24574_,[],CA,Oroville_Fire,FIRE,[],[],[],four,0,0,2018-11-08 08:01:36-08:00,2018-11-08 08:01:37-08:00
wait FIRE with every night . ,52.94,53.39,0.45000000000000284,spk_0,4.0,"[0.3086, 0.9876, 1.0, 0.1804, 0.2812, nan]",0.55156,0.1804,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],wait fire with every night,1,0,2018-11-08 08:01:52-08:00,2018-11-08 08:01:53-08:00
Thirty ,53.39,53.7,0.3100000000000023,spk_2,5.0,[0.6417],0.6417,0.6417,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],thirty,0,0,2018-11-08 08:01:53-08:00,2018-11-08 08:01:53-08:00
nine quarters . Affirmative evacuation order is gonna pan to Morgan . Arranged everything . ,78.64,78.85,0.20999999999999375,spk_0,12.0,"[0.9994, 0.5192, nan, 0.8876, 0.9996, 0.8254, 0.8142, 0.9078, 0.8141, 0.9081, 0.9592, nan, 0.2566, 0.9956, nan]",0.8239000000000001,0.2566,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],nine quarters affirmative evacuation order is gonna pan to morgan arranged everything,0,1,2018-11-08 08:02:18-08:00,2018-11-08 08:02:18-08:00
Not ,79.59,79.84,0.25,spk_4,13.0,[0.3885],0.3885,0.3885,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],not,0,0,2018-11-08 08:02:19-08:00,2018-11-08 08:02:19-08:00
Wait it out . Have a little everything . Get down off the nineteen . Ninety Lowry . I can't wait it out that way . ,1226.308,1234.618,8.309999999999945,spk_6,127.0,"[0.9274, 0.9268, 1.0, nan, 0.7789, 0.6196, 1.0, 0.5711, nan, 0.3557, 1.0, 0.9954, 0.9667, 0.7373, nan, 0.9691, 0.5977, nan, 0.2132, 0.2853, 0.9952, 0.986, 0.9967, 0.7939, 0.7965, nan]",0.7863095238095239,0.2132,201811080942-79066-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],wait it out have a little everything get down off the nineteen ninety lowry i can t wait it out that way,0,0,2018-11-08 08:02:26-08:00,2018-11-08 08:02:34-08:00
today . ,104.53,105.36,0.8299999999999983,spk_2,14.0,"[0.4195, nan]",0.4195,0.4195,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],today,0,0,2018-11-08 08:02:44-08:00,2018-11-08 08:02:45-08:00
